smile,Polarizability,split
COCc1nnc(-c2cccc(C(=O)Nc3cc(F)cc(OC(F)F)c3)c2)o1,246.02,train
CCn1nccc1C(=O)NCC1CC(NC(=O)c2n[nH]cc2C)C1,218.09,train
CN(C(=O)O[C@@H]1CCOC1)C(C)(C)C,124.38,train
Cc1coc(C)c1Cn1c(C(=O)NC(C)C)nnc1N1CCN([C@@H](C)c2nc(C(C)C)no2)CC1,323.61,train
C[C@@H](CCO)NC(=O)[C@@H]1CCCN1C,129.13,train
Cc1ccoc1CN(C)Cc1ncnn1C,143.23,train
COc1ccc(=O)n(CSC(C)C)n1,137.99,train
C=C(C)Cn1c(COc2ccccc2F)nnc1N1CC[C@]2(C1)OCc1ccccc12,281.01,train
O=C(CN1CCS(=O)(=O)CC1)N1CC[C@H]2C[C@H](C(=O)NCCc3ccccn3)O[C@H]2C1,275.36,train
CCC[C@H](C)CCNC(=O)[C@@H]1C[C@H](C)O[C@@H]1C,166.97,train
COC(=O)c1ccc(NC(=O)Cn2cccc(S(=O)(=O)N3CCCCCC3)c2=O)cc1,292.77,train
COc1ccc(OC)c(CNC(=O)c2cccc(Oc3ccnc(-c4ccc(C)cc4)n3)c2)c1,337.65,train
CC[C@H](C)Oc1cc(C(=O)N(C)[C@@H](C)CC)ccn1,186.13,train
CC(=O)N[C@@H]1CCCN(c2nnc(COc3cc(C)ccc3C(C)C)n2CC[C@@H]2COCCO2)C1,327.96,train
CC(=O)N[C@@H](Cc1c[nH]c2cc(F)ccc12)C(=O)N1CCCc2c(F)cc(F)cc21,260.13,train
CCOc1ccc(OCC)c(NC(=O)CSc2ncnc3sc4c(c32)CC[C@@H](C(C)(C)C)C4)c1,361.94,train
Cc1ccc(S(=O)(=O)N(C)CC(=O)OCCOc2ccccc2C(N)=O)cc1C,257.99,train
C=CCOCc1nnc(N2CCC(Cc3nccs3)CC2)n1CC(C)C,253.22,train
CCOc1ccc(C(=O)N(C)C[C@@H]2CCN2CCCOC(C)C)cn1,245.6,train
COC/C=C\C(=O)N[C@@H]1COC[C@H]1O,121.58,train
C/C=C\C[S@@](=O)CCc1ccccc1,151.61,train
CO[C@H]1CN(c2nnc(Cn3nc(C)cc3C)n2CCC[C@@H]2NC(=O)NC2=O)CC1(C)C,287.36,train
Cc1cc(C)cc(CCNC(=O)N2CCC(C(=O)N3CCC(C)CC3)CC2)c1,278.31,train
C[C@H](C(N)=O)N1C[C@H](O)[C@@H](N(C)C(=O)c2cccc3cc[nH]c32)C1,220.7,train
Cc1n[nH]cc1Nc1cnnc(Cl)c1,130.92,train
O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1ccn(-c2c(F)cccc2F)n1,268.48,train
Cc1ccccc1CC(=O)N1CCN(c2nnc([C@H]3CCCCO3)n2CCCOCC(F)F)CC1,312.22,train
CC(C)=CCCSCc1nnn(C)n1,144.38,train
COc1ccc(CN2CC(F)(F)C[C@H]2CO)cc1C,167.34,train
C=C[C@@H](O)C(=O)NC[C@](C)(CO)OC,120.51,train
CON=C1CCC2(CCCCC2)CC1,139.63,train
CC[C@@H](C)NC(=O)CN1CCN(c2nnc(C(=O)Nc3ccc(C)c(C)c3)n2[C@@H]2C[C@H]2C(C)C)CC1,367.97,train
C[C@H](NC(=O)N[C@H]1C[C@H]1C)C(C)(F)F,114.67,train
CCOC1(CS(=O)(=O)Nc2ccccc2-c2ccccc2)CCOCC1,249.3,train
CNC(=O)C(C)(C)Cn1c(-c2ccccn2)nnc1N1CCCN(C(=O)c2ccc(Cl)cc2)CC1,336.69,train
NC(=O)C1CC2(C1)C[C@H](NC(=O)c1cn(Cc3cccc(F)c3)nn1)CCS2(=O)=O,257.15,train
C[C@H]1CC[C@@H]1NC(=O)c1ccc2c(c1)N(C)CCO2,189.19,train
C#C[C@@H](C)NC(=O)NCC(F)(F)CO,108.29,train
C[C@H]1CCCC[C@H]1OCC(C)(C)C,132.73,train
Cc1ccc(OCc2nnc(N3CCN(C(=O)OC(C)(C)C)CC3)n2C[C@]2(C)CN(C)C2=O)cc1C,334.97,train
C[C@H](O)[C@H](O)CNC(=O)CC(C)(C)O,121.53,train
COc1cccc(C2(CNC(=O)Nc3ccc4c(c3)N(C)C(=O)CO4)CCCC2)c1,293.45,train
CCN(C)S(=O)(=O)N1CC[C@@H]1CO,115.28,train
CC[C@H](C(=O)NCc1nc(-c2ccc(Cl)cc2)c(C)s1)N1CCCC1=O,267.84,train
CO[C@@H](C)C(=O)N(Cc1cccc(Cl)c1)CC(C)C,186.6,train
COC[C@@H]1C[C@@H](O)CN1C(=O)C(F)F,104.28,train
Cc1cc(NC(=O)c2ccc([N+](=O)[O-])cn2)n(-c2ccccc2C(F)(F)F)n1,237.36,train
Cc1ccn2c(c1)nnc2C1CCN([C@@H](C)C(=O)N2CCCCCC2)CC1,261.63,train
O=C(NCC(F)F)c1cnc(Cl)cn1,114.64,train
Cc1cc(C)cc(NC(=O)N2Cc3c4c(sc3-n3cccc3[C@H]2c2ccccc2)CCCC4)c1,351.25,train
C[C@H](CO)COC(=O)[C@H]1CSCCS1,141.19,train
C[C@H](CC(C)(C)C)C(=O)OCC(F)F,116.59,train
CCCCC1CCC(NC(=O)C(=O)Nc2cnn(Cc3ccc(OC)cc3)c2)CC1,294.28,train
CCCO[C@@H](CCC)C(C)(C)C,125.15,train
CC(C)OC(=O)[C@@H]1CCN(C)S1(=O)=O,120.26,train
CCc1cccc(C)c1NC(=O)N1CCN(C(=O)c2ccc(OC)cc2)CC1,274.19,train
C=CC(=O)N(C)CC(=O)N[C@@H](CO)C1CC1,141.65,train
CO[C@]1(C(=O)NCCn2cncn2)CCSC1,151.4,train
CCCOc1cccc(NC(=O)C(=O)N[C@H]2CCO[C@H]2c2ccc(Cl)c(F)c2)c1,271.07,train
CCOC(=O)C1(C(=O)Nc2cccc(-c3ccc4c(c3)OCCO4)n2)CCCC1,280.54,train
C=C(C)c1ccc(/C(C)=C/C)nc1,149.02,train
CO[C@H]1C[C@H](NC(=O)Nc2ccc(C(=O)N3CCOCC3)c(F)c2)C1,231.08,train
C[C@@H]1CC[C@@H](C)N1C(=O)NCC(F)F,115.03,train
CC(C)NC(=O)c1nnc(N2CC[C@H](C(=O)N(C)c3ccccc3)C2)n1CCC[C@@H]1CCCCO1,326.5,train
Cc1ccc(NC(=O)C(=O)N[C@@H]2CCN(C)[C@@H]2c2ccc(Cl)cc2)cc1F,258.92,train
CN(C(=O)C1(NC(=O)OC(C)(C)C)CC1)C1CCC1,172.58,train
COc1cccc(-c2csc(CN3CC[C@@](CO)(c4ccccc4)C3)n2)c1,280.62,train
COCC(=O)NC1CCN(c2nnc(Cn3nc(C)cc3C)n2C[C@@H]2CCOC2)CC1,275.17,train
O=C1CC[C@@H](CO[C@H]2CC(F)(F)C2(F)F)N1,109.08,train
Cc1cc([C@@H]2CCCN2C(=O)Nc2ccn(CCS(C)(=O)=O)n2)on1,222.79,train
C[C@@H]1C[C@H](C)[C@@H](C(=O)Nc2cccc3nccn32)O1,178.65,train
CC(=O)N1CC[C@H](CN(C)c2nnc([C@@]3(OC(C)C)CCOC3)n2C[C@H](C)Oc2cccc(C)c2)C1,337.43,train
Cc1ccc(NC(=O)N2CC[C@H](F)C2)c(C)c1,162.61,train
O=c1cc(NC2CCN(Cc3ccc(Cl)cc3)CC2)c2ncccc2[nH]1,263.96,train
CC(=O)NCCN(Cc1ccsc1)c1nnc(-c2ccc3ccccc3n2)n1CCC(=O)N(C)C,354.38,train
O=C(NCCc1nccn1Cc1ccccc1)N[C@H]1CCCOc2ccc(F)cc21,268.15,train
Cc1cc(Cn2c(-c3cccc(S(=O)(=O)N(C)C)c3)nnc2N(C)CCCc2ccccn2)no1,339.48,train
O=C(N[C@@H]1CCOC2(CCOCC2)C1)c1cc(Oc2ccccc2)ccn1,248.88,train
CC[C@H](OC1CCCC1)C(=O)O[C@H](C)CC(C)C,171.76,train
Cc1cc(NC(=O)CN2C[C@H](F)C[C@H]2C(N)=O)no1,152.83,train
C=CCc1ccc(OC[C@H](O)Cn2c3ccccc3nc2-c2cscn2)c(OC)c1,307.69,train
COC(=O)[C@@H](CO)NC(=O)c1cc(O)ccc1Cl,155.88,train
CON(C)C(=O)CCN1C[C@@H](C)S(=O)(=O)[C@H](C)C1,164.19,train
COCc1ccccc1NC(=O)Cc1cc(C)n[nH]1,178.86,train
Cc1cc(CN2CC[C@@H](NC(=O)[C@H]3CCc4nncn4C3)C2)on1,203.8,train
CCNC(=O)Nc1c(F)cccc1Cl,127.72,train
CC(C)ONC(=O)N[C@H](C)C1CCC1,130.86,train
O=C(NCCc1nc2ccccc2o1)[C@@H]1CC(=O)N(c2cccc3ccccc32)C1,287.34,train
CC[C@@H](CO)N(C)C(=O)N[C@H](C)CCc1ccco1,175.43,train
Cc1ncc(NC(=O)C(C)(C)CO)s1,139.06,train
NC(=O)NC(=O)CCSc1cccs1,138.63,train
CCOc1cccc(CNC(=O)[C@H]2C[C@H]2c2ccc3c(c2)OCCO3)c1OC(F)F,265.35,train
COc1ccc2cc(CNC(=O)NNC(=O)[C@@H](C)Oc3cccc(C)c3C)ccc2c1,301.75,train
CC(C)OC(=O)CCSc1nncs1,141.77,train
C[C@@H](CN(C)C(=O)C1=CCCCCC1)NCc1ncnn1C(C)(C)C,237.41,train
CCCCNS(=O)(=O)CCC(C)(F)F,121.27,train
CCc1ocnc1C(=O)N1CCO[C@H](CNC(=O)c2ccncn2)C1,214.14,train
CCc1noc(C)c1Cn1c(Nc2cnn(C)c2)nnc1[C@H]1CCCO1,232.01,train
Cc1ccc(OCc2nnc(N3CCC(C(=O)N[C@@H](C)C(C)C)CC3)n2Cc2cnn(C)c2)cc1,333.81,train
Cc1ccc(S(=O)(=O)Cc2ccc(F)cn2)cc1,162.83,train
COC[C@](C)(CO)NC(=O)[C@@H](C)OC,120.98,train
Cc1ccccc1OC(=O)[C@@H]1CCC(=O)N1C,151.08,train
C[C@@H]1C[C@@H](NC(=O)c2cn(C)c(=O)[nH]2)CN1C(=O)c1cccnc1,211.45,train
O=C(CC1CC1)Nc1ccc2c(n1)OCCO2,154.51,train
Cc1ncsc1C(=O)N[C@@H]1CCN(C(=O)c2cccnc2)C[C@H]1O,222.71,train
COc1ccccc1COc1cccc(NC(=O)C(=O)NCc2ccc(C)nc2)c1C,305.36,train
Cc1cc([C@](C)(O)Cn2c([C@H]3CCCCO3)nnc2N2CC[C@@H](C(=O)NCC(F)(F)F)C2)c(C)o1,296.09,train
C=CCN(CCOC)c1nnc([C@@H]2COc3ccccc3O2)n1CC(C)(C)N1C[C@H](C)O[C@@H](C)C1,326.99,train
C[C@]1(c2ccccc2)CN(C(=O)Cc2cccc(OCc3cccnc3)c2)CCO1,281.07,train
CCOC(=O)[C@@H](C)N(C)C[C@H](F)CC,124.37,train
CC[C@@H](C)[C@@H](Cn1c(Cc2cn3ccccc3n2)nnc1N1CCN(C(=O)NC(C)(C)C)CC1)OC,345.41,train
CC(C)c1nnc(N2CCN(CC(=O)N[C@H]3CCC[C@H](C)C3)CC2)n1Cc1ccc(C(C)(C)O)cc1,347.25,train
CCCC(=O)N1CC[C@@H](NC(=O)Cn2cc(Cl)cn2)[C@@H](O)C1,196.48,train
CS(=O)(=O)c1ccc(CN[C@@H]2CCCc3ncccc32)cc1C(F)(F)F,229.58,train
CC(C)(C)OC(=O)n1ncc2ccc(C(=O)Nc3cccc4nccn43)cc21,269.69,train
Cc1cc[nH]c1C(=O)N[C@H]1CCN(C(=O)c2cnn(C)c2)C[C@@H]1O,219.65,train
CC(=O)c1cc(F)ccc1N1CC[S@@](=O)C[C@H](C)C1,186.13,train
CCN(C(=O)CCC1CCCC1)[C@@H]1CCN(C(=O)c2ccnnc2)C1,230.51,train
Cc1ccc(S(=O)(=O)N(CC(=O)Nc2cccc(C(F)(F)F)c2)Cc2cccc(Cl)c2)cc1,302.4,train
CCC(CC)NC(=O)c1nnc(N2CCC(Nc3cccc(C)c3)CC2)n1Cc1nncn1CC,336.21,train
COC(=O)c1ccc(CNC(=O)NC[C@]2(C)CCCc3ccccc32)nc1C1CC1,287.49,train
Cn1cnnc1CN1CC(NC(=O)c2cncc(C(F)(F)F)c2)C1,189.62,train
CC1(NC(=O)c2cc(=O)[nH]cn2)COC1,122.47,train
CCCOc1cc(F)ccc1NC(=O)C(=O)NCCc1cccnc1C,246.53,train
O=C(CCOc1ccc(Cl)cc1)NC[C@@H](O)c1cccc(C(F)(F)F)c1,227.22,train
CC(C)(F)C(=O)NC[C@H]1C[C@@H]1Cc1ccccc1,165.28,train
Cc1cnccc1CC(=O)N1CCCC[C@H]1CCO,176.19,train
CC1(O)CN(C(=O)/C=C\C=C(Cl)Cl)C1,155.9,train
NC(=O)C1(C(=O)NCC[C@@H]2CCN(C(=O)Cc3ccco3)C2)CC1,205.92,train
CO[C@@H](CN1CC(NC(=O)[C@H]2CC(=O)N(C(C)C)C2)C1)C1CCC1,225.16,train
C[C@@H](NC(=O)Nc1ccccc1CN1C[C@@H](C)O[C@@H](C)C1)c1nc[nH]n1,241.16,train
Cc1cc(N[C@@H](C)CCNC(=O)[C@@H]2CCCS2(=O)=O)ncn1,204.13,train
CC(C)(C)OC(=O)NC1CCN(c2nnc([C@@H]3CCOC3)n2CCC(=O)NC2CCCCC2)CC1,322.87,train
COc1ccc(C)cc1CN1CCN(c2nnc(C)n2CC(F)(F)CNC(=O)OC(C)(C)C)CC1,313.17,train
Cc1ccc(C)c(OCc2nnc(N3CC[C@@H](C(=O)NCC(F)(F)F)C3)n2C[C@H]2CCCOC2)c1,296.99,train
CO[C@H](C(=O)Oc1ccc2c(c1)CCC2)C1CCC1,177.29,train
O=C(NCc1ccnc(NC(=O)c2cc3ccccc3[nH]2)c1)c1cc2ccccc2[nH]1,329.74,train
CCN(Cc1ccccc1NC(=O)N(CCO)C(C)C)C(=O)OC(C)(C)C,256.89,train
CSCCOC(=O)[C@H](C)OCC1CC1,136.87,train
CC(C)Cc1nc(C[S@](C)=O)no1,125.44,train
COc1ccccc1C(=O)C(C#N)=c1sc(=Cc2cnn(C)c2)c(=O)n1CCNS(C)(=O)=O,335.47,train
Cc1ccc(CSc2cc(C)nc3ncnn32)o1,175.39,train
CC(C)(C)[C@H](COc1ccccc1F)NC(=O)Cc1ccncc1Cl,229.97,train
O=C(C[C@H]1CCCC(=O)N1)N[C@H]1CCCN(Cc2c(F)cccc2F)C1,225.22,train
CC1(C)OC[C@@H](Cc2cnn(C3COC3)c2)O1,147.0,train
O=C(c1ccc(Oc2ccc(F)cc2)cc1)N(C[C@H]1CCOC1)C1CC1,240.65,train
CCC(CC)(Cn1c(C(=O)NC(C)C)nnc1N1CCC(NC(=O)Nc2ccccc2)CC1)OC,336.46,train
CCNC(=O)Nc1nc(F)ccc1F,113.51,train
CCCNC(=S)NC[C@H]1CC[C@@H](O)C1,147.16,train
COc1ccc(S(=O)(=O)Nc2ccc3c(c2)OCCO3)cc1C(=O)N1CCOCC1,269.36,train
CSCCNC(=O)CC(F)(F)F,95.89,train
CC(C)(C)OC(=O)[C@@H](S[C@H]1CCCNC1=O)C1CC1,183.12,train
CCCOc1cc(C)ccc1NC(=O)C(=O)N(C)CCOCCOC,238.86,train
CCN(CC(=O)N1CCOc2cc(F)c(F)cc21)C(=O)OC(C)(C)C,213.25,train
CC[C@H](CNC(=O)c1cscn1)OC,134.58,train
CC[C@H](C)Oc1c(Cl)cc(C=Nn2c(=O)c3ccccc3nc2C2CCCCC2)cc1Cl,361.44,train
CCn1nncc1CN1C[C@H](CO)OC(C)(C)C1,160.86,train
CCn1ncnc1CN1CC[C@H](NC(=O)Cc2cccnc2C)C1,219.53,train
c1cc(-c2ccc3n[nH]nc3c2)cs1,144.65,train
COC(=O)C1(CNC(=O)Nc2ccccc2CN2C[C@@H](C)O[C@@H](C)C2)CCCCC1,281.33,train
CCN(Cc1nc(COC)no1)CC1CCC1,154.79,train
Cc1occc1CN(C)c1nnc([C@]2(OC(C)C)CCOC2)n1CCNC(=O)c1ccccc1F,315.05,train
COCC(C)(C)Cn1c(C2CCN(C(=O)OC(C)(C)C)CC2)nnc1N1CCC[C@@H](NC(C)=O)C1,325.77,train
C[C@H](Cc1ccccc1)n1cccc1C(=O)N=c1ccn(CCc2ccncc2)[nH]1,308.05,train
COc1ncc(CNC(=O)[C@@H]2CCCCN2Cc2ccccc2)cc1Cl,249.28,train
CC[C@H](CC(=O)N1CCO[C@@H](c2ccccc2C)C1)c1ccc(OC)cc1,265.66,train
O=C(NN1CCCC1=O)c1cccs1,129.7,train
C[C@H](O)CSCc1cccc(F)c1F,129.33,train
C[C@@H]1C[C@H](C(=O)NCC2CN(Cc3ncnn3CCF)C2)CCO1,209.03,train
CC[C@H](Nc1nnnn1-c1ccccc1)C(=O)N1CCN(CC(=O)NC(C)C)CC1,278.55,train
Cc1cnc(-c2noc([C@@H]3CCCCN3C(=O)c3ccccc3)n2)nc1,236.1,train
COc1ccc(C(=O)Nc2ccc(F)cc2)cc1S(=O)(=O)NC1CCCCC1,273.78,train
CC(C)NS(=O)(=O)[C@@H]1COC[C@H]1O,111.12,train
CC(C)OC1CN(C(=O)C(C)(Cl)Cl)C1,135.5,train
COC(=O)Cc1ccc(NC(=O)N[C@@H]2C[C@H](C(C)C)c3ccccc32)cc1,267.53,train
COc1ccc(C(=O)N2CC[C@H](C)C[C@@H]2C)nn1,166.2,train
CO[C@@H]1CC[C@H]2OCCN(C(=O)c3ccc(-c4nc[nH]n4)cc3)[C@@H]2C1,234.53,train
CC(C)(C)OC(=O)[C@H]1CCCN1C(=O)c1coc(-c2c(F)cccc2F)n1,234.63,train
CCCc1nc(C)c(C(=O)N[C@H](C)c2nc[nH]n2)s1,184.68,train
CC(C)[C@H]1N(C(=O)NCc2ncccc2N(C)C)CC12CCOCC2,238.02,train
COC[C@H](OC(=O)[C@@H](C)SC)C(F)(F)F,117.17,train
CC(C)c1ccc(NC(=O)CCc2nc3c(cnn3-c3ccccc3)c(=O)[nH]2)cc1,302.08,train
Cc1ccc(NC(=O)c2nnc(N3CCC(CCCO)CC3)n2CCC2(O)CCOCC2)cc1C,348.27,train
O=C(CCCF)NO[C@@H]1CCCCO1,114.41,train
Fc1cccc(N[C@@H]2CCCn3ccnc32)c1,155.26,train
Cc1nonc1COC(=O)CNC(=O)CCC(C)C,158.88,train
CCc1nnc(CN2CC(C)(C)CC[C@H]2CNC(=O)C=C2CCC2)o1,240.09,train
Clc1cccc(NC[C@H]2CC2(Cl)Cl)c1,149.27,train
Cc1nccn1CCS[C@H](C)CCO,142.15,train
NC(=O)C1(Cc2ccccc2-c2ccncc2)CCN(C(=O)C2CCCCC2)CC1,282.69,train
C[C@@H]1CN(c2nnc(COc3ccc(F)cc3)n2Cc2ccn(C)n2)CCN1C(=O)OC(C)(C)C,310.67,train
CN1CCN(c2nccc(N3CCO[C@@]4(C3)COCCN(c3ncccn3)C4)n2)CC1,294.25,train
CCN1C[C@@H](C(=O)N2CCC(O)(CNc3ncccn3)CC2)CC1=O,223.19,train
C[C@@H]1CCC[C@@H](C)N1NC(=O)CCF,123.94,train
Cc1ccc(C(=O)N[C@@H]2CN(Cc3ncccn3)C[C@@H]2n2ccnn2)o1,229.26,train
COC[C@H](C)N1CC2(C1)CC[C@@H](CNC(=O)c1c[nH]c(=O)n1C)O2,214.08,train
CC(C)NC(=O)C(=O)N1CCN(c2nnc(C3CCCC3)n2CCCCOCc2ccccc2)CC1,339.91,train
O=C(NC1(C2CCN(C(=O)c3csnn3)CC2)CC1)c1nnc[nH]1,213.13,train
C[C@@H]1CN(C(=O)[C@@H]2COCCO2)C[C@@H](C)C1O,146.88,train
CCO[N-]C(=O)C[NH2+][C@H]1CCO[C@@H]1C,126.03,train
C[C@H]1C[C@H](CNCc2nc(N(C)C)no2)CN1C(=O)c1ccn[nH]1,212.7,train
COCCO[C@H](C)c1nnc(N2CC[C@]3(C2)OCc2ccccc23)n1CCNC(=O)OC(C)(C)C,323.22,train
COc1cc(-c2nnc(N3CCN(CC(=O)N(C)C)CC3)n2C[C@@H]2CC[C@@H](C)C2)ccc1OC(C)C,360.32,train
Cc1nocc1Cn1cc([C@H](N)[C@H]2CCCO2)nn1,159.34,train
O=S(=O)(NC1CC1)N[C@H]1[C@@H]2COC[C@@H]21,118.5,train
C[C@@H](N[C@@H](c1nnc[nH]1)c1cccc(C(F)(F)F)c1)C(=O)c1c[nH]c2ncccc12,254.24,train
CN(CC(N)=O)C(=O)c1sccc1F,120.69,train
CNC(=O)[C@H]1CN(c2nnc(Cc3ccccc3OC)n2C[C@]2(OC)CCOC2)CCO1,274.05,train
CCN(CCNC(=O)c1cnn[nH]1)CCS(C)(=O)=O,166.75,train
O=S(=O)(NCc1cc[nH]n1)N1CCC1,119.71,train
CCOc1ccccc1N(CC(=O)Nc1c(C)cccc1CC)S(=O)(=O)c1ccc(C)cc1,317.81,train
CN(CCCc1ccccn1)c1nnc([C@@H]2CCC(=O)N2)n1C[C@@H]1CCCN(C(=O)OC(C)(C)C)C1,327.4,train
C[C@@H]1C[C@@H]1N1C[C@H](NC(=O)N(C)CC(F)F)CC1=O,155.74,train
CCOC(=O)c1[nH]cnc1NC(=O)[C@H]1CCC(=O)N1C(=O)OC(C)(C)C,220.57,train
CCCOc1ccc(CN(CCC)C(=O)c2cnc3ccccn3c2=O)cc1OC,298.15,train
CC(C)(C)NC(=O)N1CCN(c2nnc([C@@H]3CCCCO3)n2Cc2ccnc(OC(F)F)c2)CC1,302.43,train
CC[C@@H](C(=O)OC(C)(C)C)N(C)C(=O)c1ccc(CCC(F)(F)F)cc1,227.56,train
CCC(CC)c1cc(Cn2c(Cc3ccccc3F)nnc2N2C[C@@H](CC(=O)OC)[C@H](O)C2)on1,310.96,train
CC(C)C(=O)NC[C@H]1CCCN(c2nnc(-c3cnn(C)c3)n2C[C@H](C)Oc2ccccc2F)C1,325.93,train
Cc1ccc(CN2c3ccc(Cl)cc3[C@@](O)(CC(=O)c3ccc4c(c3)CCCC4)C2=O)cc1,332.02,train
CC(C)CCOc1ccc(-c2nnc(N3CCC[C@H](C(N)=O)C3)n2CC(C)(C)N2CCOCC2)cc1,345.52,train
O=C(N[C@@H]1CCc2ccc(F)cc21)N1CCN(C(=O)c2ccccc2)CC1,245.22,train
CC(=O)N1CCN([C@H]2CN(c3nnc(Cc4ccccc4C)n3CCOCCC(C)C)C[C@H]2C)CC1,349.71,train
COc1cc(CCNC(=O)N2CCC[C@H](c3cc(C(C)C)[nH]n3)C2)ccc1C,275.68,train
CS[C@H](C)C(=O)Nc1ccccc1C,150.42,train
C[C@@H](Oc1cccc[n+]1[O-])C(F)(F)F,102.86,train
CC[C@@H](SC)C(=O)N(C)[C@@H](CC)CO,142.34,train
C[C@@H]1C[C@@H]1NS(=O)(=O)[C@@H]1COC[C@H]1O,118.44,train
C[C@H]1C[C@@H](NC(=O)c2cc(C(N)=O)co2)CN1C(=O)c1cnco1,205.94,train
NC(=NOC[C@@H]1CCOC1)C(F)(F)F,100.64,train
CC(=O)N1CCC[C@@H]1C(=O)N(C)C1CC(NC(=O)Cc2ccc[nH]2)C1,224.33,train
CN(C(=O)C(F)F)C1CC(NC(=O)c2ccc3c(n2)OCCO3)C1,202.06,train
C[C@H](Cc1ncc[nH]1)OCC(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1,297.54,train
CNC(=O)[C@@H](C)CN(C)c1nnc(-c2cccc(C)n2)n1Cc1c(C)nn(-c2ccccc2)c1C,339.32,train
CN(Cc1cc2c(cc1Cl)OCCO2)C1CC1,163.79,train
CC(=O)N1CC[C@H](CN(C)c2nnc([C@H](C)Oc3ccc(F)cc3)n2Cc2c(C)nn(C)c2C)C1,314.95,train
Cc1cnn(-c2ccc(NC(=O)C[C@@H](C)NC(=O)C3CCCCC3)cc2F)c1,273.1,train
CCOc1ccc(C#N)cc1NC(=O)[C@@H]1CSC[C@H]1c1ccccc1,250.42,train
Cn1c(-c2ccc([N+](=O)[O-])cc2)nnc1N1CCC[C@H]1Cc1cccc(F)c1,285.7,train
COCCN1CC2(C1)CN(C(=O)[C@H]1CCO[C@@H](C(C)C)C1)CCO2,219.61,train
Cc1ccc2[nH]cc(CCNC(=O)c3ccc4c(c3)NC(=O)/C(=C/c3cccc(Cl)c3)O4)c2c1,377.64,train
Cc1nnc(N(C)C(=O)[C@@H]2C[C@H]3CCCC[C@H]3N2C(=O)c2ccc(Cl)cc2)s1,278.02,train
CN(Cc1ncnn1CC(F)F)c1nnc([C@@H]2CCC(=O)N2)n1CCC(=O)N1CCOCC1,266.42,train
Cc1ccc(C(C)(C)C)cc1S(=O)(=O)NC[C@@H](c1nc[nH]n1)c1ccccc1,268.41,train
CC(C)(C)OC(=O)N1CC[C@@H](CCn2c([C@H]3CCC(=O)N3)nnc2N2CC(C)(C)OC(C)(C)C2)C1,320.65,train
Cc1nn(C)c(C)c1CN(C)c1nnc(COc2ccc(C)c(C)c2)n1CC(=O)NCc1ccco1,339.53,train
C[C@H](c1ccccc1F)N1CCC[C@H](NS(=O)(=O)c2csnc2-c2ccccc2)C1=O,294.46,train
C[C@@H]1C[C@H](CCn2c([C@H]3CCCOC3)nnc2N2CCO[C@H](CNC(=O)OC(C)(C)C)C2)CCO1,314.65,train
COCC[C@@H](CO)NC(=O)[C@H](C)C#N,119.73,train
C=CCn1c([C@H]2CCCN(C(=O)OC(C)(C)C)C2)nnc1N1CCCN(Cc2cnn(C)c2)CC1,330.57,train
CC(C)(C)C(=O)NC[C@H]1CCCN(c2nnc(-c3ccc4ccccc4n3)n2CCOCCCO)C1,368.36,train
CC(C)[C@@H]1OCC[C@H]1Cn1c(C(=O)N2CCCC2)nnc1N1CCC[C@@H](NC(=O)OC(C)(C)C)C1,327.91,train
CCOC(=O)c1c2c(nn1C)CN(C(=O)[C@H](O)c1ccc3c(c1)CCO3)C2,239.4,train
COCCO[C@H]1CCCN(C(=O)c2cnn(-c3ccc(Cl)cc3)c2)C1,248.85,train
C1CC(c2nnc(C3SCCS3)o2)C1,143.76,train
CCC(=O)N[C@@H]1CCc2sc(Cl)cc21,145.51,train
CC(C)(C)OC(=O)N1CCC(C)(C)[C@@H](NC(=S)Nc2ccccc2C#N)C1,271.1,train
CC(C)(C)OC(=O)NCc1ccc(CNC(=O)[C@]2(C#N)CC23CCCC3)cc1,262.33,train
Cc1nnc([C@@H](C)NCC(F)F)s1,115.08,train
Cc1cc(NC(=O)CN2C[C@@H](C)[C@H](NC(=O)c3cc(C)c(C)cn3)C2)on1,249.64,train
NS(=O)(=O)CCNC(=O)N[C@H]1CCCn2nccc21,163.65,train
CCc1n[nH]cc1C(=O)N1CCCN(C(=O)c2cn(C)c(=O)[nH]2)CC1,222.84,train
COC(=O)c1ccc(-c2ccc([C@H]3[C@@H](c4ccccn4)NC(=S)N3c3ccccc3)o2)cc1,346.54,train
CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)N2CCCC[C@H]2c2ncc[nH]2)c1,274.28,train
Cc1cc(C)n(Cc2nnc(N3CC[C@@H]([C@@H](C)NC(=O)OC(C)(C)C)C3)n2Cc2cc(C)on2)n1,313.12,train
CC(C)c1cccc(OCC(=O)NCCCc2nc3c(s2)CCCC3)c1,261.16,train
CNC(=O)NC(=O)CSC1COC1,119.47,train
CCOC(=O)[C@H](Cc1ccccc1)N(C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12)C1CC1,279.14,train
Cc1csc(Cn2nc(C)sc2=O)n1,139.92,train
NS(=O)(=O)CCN1CC[C@H](CF)C1,111.87,train
C=CCCOCC(=O)N1CC[C@@H](C(F)(F)F)C1,133.46,train
CC(C)CS(=O)(=O)N[C@@H]1CC12CCC2,134.46,train
